TimeDeltaIndex,Time_s,COP,P_elec_kW,P_cond_kW,T_cond_in_degC,T_cond_out_degC,T_eva_in_degC,T_eva_out_degC,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
156600,156600.31,1.73,1380.14,2392.97,50,79.07,12.91,10.91,3.03,2715.19,80.98,50,0
157200,157200.31,1.73,1382.23,2397.04,50,79.17,12.91,10.91,2.95,2722.35,81.03,50,0
157800,157800.31,1.73,1384.31,2401.1,50,79.26,12.91,10.91,2.87,2729.51,81.07,50,0
158400,158400.31,1.74,1388.85,2413.34,50,79.34,12.91,10.91,2.78,2736.66,81.11,50,0
159000,159000.31,1.74,1394.49,2428.78,50,79.44,12.91,10.9,2.7,2743.83,81.15,50,0
159600,159600.31,1.75,1402.57,2452.38,50,79.53,12.91,10.9,2.63,2771.89,81.18,50,0
160200,160200.33,1.76,1410.63,2475.99,50,79.62,12.91,10.9,2.57,2799.94,81.22,50,0
160800,160800.33,1.76,1418.66,2499.59,50,79.72,12.91,10.9,2.5,2828,81.25,50,0
161400,161400.33,1.77,1426.68,2523.2,50,79.81,12.91,10.9,2.43,2856.05,81.28,50,0
162000,162000.33,1.78,1434.55,2546.38,50,79.9,12.91,10.9,2.37,2884.1,81.32,50,0
162600,162600.33,1.78,1441.15,2565.41,50,79.99,12.91,10.9,2.3,2912.15,81.35,50,0
163200,163200.33,1.79,1447.61,2584.02,50,80.08,12.91,10.9,2.23,2932.42,81.38,50,0
163800,163800.33,1.79,1454.06,2602.62,50,80.17,12.91,10.9,2.17,2952.69,81.42,50,0
164400,164400.33,1.79,1460.5,2621.23,50,80.27,12.91,10.9,2.1,2972.95,81.45,50,0
165000,165000.33,1.8,1466.93,2639.84,50,80.36,12.91,10.9,2.03,2993.22,81.48,50,0
165600,165600.33,1.8,1473.24,2658.08,50,80.45,12.91,10.9,1.97,3013.48,81.52,50,0
166200,166200.33,1.79,1466.18,2631.56,50,80.54,12.91,10.92,1.9,3033.72,81.55,50,0
166800,166800.33,1.79,1458.98,2604.68,50,80.63,12.91,10.92,1.82,2999.64,81.59,50,0
167400,167400.33,1.78,1451.73,2577.81,50,80.72,12.91,10.92,1.73,2965.55,81.63,50,0
168000,168000.34,1.77,1444.43,2550.94,50,80.82,12.91,10.92,1.65,2931.47,81.68,50,0
168600,168600.34,1.76,1437.09,2524.07,50,80.91,12.91,10.92,1.57,2897.39,81.72,50,0
169200,169200.34,1.75,1429.7,2497.23,50,81,12.91,10.92,1.48,2863.31,81.76,50,0
169800,169800.34,1.73,1415.74,2449.48,50,81.08,12.91,10.93,1.4,2829.21,81.8,50,0
170400,170400.34,1.71,1401.65,2401.8,50,81.17,12.91,10.93,1.33,2770.76,81.83,50,0
171000,171000.34,1.7,1387.42,2354.12,50,81.25,12.91,10.93,1.27,2712.31,81.87,50,0
171600,171600.34,1.68,1373.04,2306.44,50,81.33,12.91,10.93,1.2,2653.86,81.9,50,0
172200,172200.34,1.66,1358.51,2258.76,50,81.42,12.91,10.93,1.13,2595.4,81.93,50,0
172800,172800.34,1.65,1343.76,2210.87,50,81.5,12.91,10.93,1.07,2536.95,81.97,50,0
173400,173400.34,1.65,1348.95,2224.7,50,81.58,12.91,10.9,1,2478.54,82,50,0
174000,174000.34,1.65,1354.05,2238.29,50,81.67,12.91,10.9,0.98,2489.36,82.01,50,0
174600,174600.34,1.66,1359.14,2251.87,50,81.75,12.91,10.9,0.97,2500.18,82.02,50,0
175200,175200.34,1.66,1364.23,2265.46,50,81.83,12.91,10.9,0.95,2511,82.03,50,0
175800,175800.36,1.66,1369.3,2279.04,50,81.92,12.91,10.9,0.93,2521.82,82.03,50,0
176400,176400.36,1.67,1374.45,2292.88,50,82,12.91,10.9,0.92,2532.64,82.04,50,0
177000,177000.36,1.67,1378.76,2304.08,50,82.08,12.91,10.9,0.9,2543.46,82.05,50,0
177600,177600.36,1.67,1383.14,2315.53,50,82.17,12.91,10.9,0.92,2549.9,82.04,50,0
178200,178200.36,1.68,1387.51,2326.99,50,82.25,12.91,10.9,0.93,2556.34,82.03,50,0
178800,178800.36,1.68,1391.88,2338.44,50,82.33,12.91,10.9,0.95,2562.78,82.03,50,0
179400,179400.36,1.68,1396.25,2349.9,50,82.42,12.91,10.9,0.97,2569.22,82.02,50,0
180000,180000.36,1.69,1400.67,2361.57,50,82.5,12.91,10.9,0.98,2575.66,82.01,50,0
180600,180600.36,1.69,1408.35,2383.25,50,82.59,12.91,10.9,1,2582.11,82,50,0
181200,181200.36,1.7,1416.06,2405.12,50,82.68,12.91,10.9,1,2598.06,82,50,0
181800,181800.36,1.7,1423.75,2426.99,50,82.77,12.91,10.9,1,2614.02,82,50,0
182400,182400.36,1.71,1431.42,2448.85,50,82.87,12.91,10.9,1,2629.97,82,50,0
183000,183000.36,1.72,1439.08,2470.72,50,82.96,12.91,10.9,1,2645.92,82,50,0
183600,183600.38,1.72,1446.44,2491.72,50,83.05,12.91,10.9,1,2661.87,82,50,0
184200,184200.38,1.73,1453.66,2513.49,50,83.1,12.91,10.9,1,2677.82,82,50,0
184800,184800.38,1.74,1460.63,2534.53,50,83.15,12.91,10.9,1.02,2691.74,81.99,50,0
185400,185400.38,1.74,1467.59,2555.57,50,83.2,12.91,10.9,1.03,2705.66,81.98,50,0
186000,186000.38,1.75,1474.53,2576.62,50,83.25,12.91,10.9,1.05,2719.58,81.97,50,0
186600,186600.38,1.75,1481.44,2597.66,50,83.3,12.91,10.9,1.07,2733.5,81.97,50,0
187200,187200.38,1.76,1488.18,2618.18,50,83.35,12.91,10.9,1.08,2747.42,81.96,50,0
187800,187800.38,1.77,1498.01,2649.13,50,83.39,12.91,10.89,1.1,2761.34,81.95,50,0
188400,188400.38,1.78,1507.64,2679.57,50,83.43,12.91,10.89,1.12,2783.98,81.94,50,0
189000,189000.38,1.79,1517.24,2710.02,50,83.47,12.91,10.89,1.13,2806.63,81.93,50,0
189600,189600.38,1.79,1526.79,2740.46,50,83.52,12.91,10.89,1.15,2829.27,81.92,50,0
190200,190200.38,1.8,1536.31,2770.91,50,83.56,12.91,10.89,1.17,2851.92,81.92,50,0
190800,190800.38,1.81,1545.67,2800.92,50,83.6,12.91,10.89,1.18,2874.56,81.91,50,0
191400,191400.38,1.83,1569.14,2878.52,50,83.65,12.91,10.87,1.2,2897.24,81.9,50,0
192000,192000.39,1.86,1592.23,2955.64,50,83.7,12.91,10.87,1.2,2965.63,81.9,50,0
192600,192600.39,1.88,1615.1,3032.75,50,83.75,12.91,10.87,1.2,3034.03,81.9,50,0
193200,193200.39,1.9,1637.76,3109.87,50,83.8,12.91,10.87,1.2,3102.43,81.9,50,0
193800,193800.39,1.92,1660.21,3186.98,50,83.85,12.91,10.87,1.2,3170.82,81.9,50,0
194400,194400.39,1.94,1682.3,3263.54,50,83.9,12.91,10.87,1.2,3239.22,81.9,50,0
195000,195000.39,1.97,1711.8,3368.05,50,83.93,12.91,10.86,1.2,3307.63,81.9,50,0
195600,195600.39,1.99,1740.81,3472.04,50,83.97,12.91,10.86,1.22,3399.27,81.89,50,0
196200,196200.39,2.02,1769.5,3576.04,50,84,12.91,10.86,1.23,3490.91,81.88,50,0
196800,196800.39,2.05,1797.87,3680.03,50,84.03,12.91,10.86,1.25,3582.55,81.87,50,0
197400,197400.39,2.07,1825.96,3784.03,50,84.07,12.91,10.86,1.27,3674.19,81.87,50,0
198000,198000.39,2.1,1853.76,3888.04,50,84.1,12.91,10.86,1.28,3765.83,81.86,50,0
198600,198600.39,2.11,1863.27,3922.86,50,84.13,12.91,10.88,1.3,3857.42,81.85,50,0
199200,199200.39,2.11,1872.76,3957.74,50,84.17,12.91,10.89,1.32,3878.52,81.84,50,0
199800,199800.41,2.12,1882.23,3992.62,50,84.2,12.91,10.89,1.33,3899.61,81.83,50,0
200400,200400.41,2.13,1891.67,4027.51,50,84.23,12.91,10.89,1.35,3920.7,81.82,50,0
201000,201000.41,2.14,1901.09,4062.39,50,84.27,12.91,10.89,1.37,3941.8,81.82,50,0
201600,201600.41,2.14,1910.35,4096.77,50,84.3,12.91,10.89,1.38,3962.89,81.81,50,0
202200,202200.41,2.14,1905.52,4080.71,50,84.24,12.91,10.91,1.4,3983.95,81.8,50,0
202800,202800.41,2.14,1900.65,4064.49,50,84.18,12.91,10.91,1.45,3958.23,81.77,50,0
203400,203400.41,2.14,1895.78,4048.28,50,84.13,12.91,10.91,1.5,3932.51,81.75,50,0
204000,204000.41,2.13,1890.9,4032.07,50,84.07,12.91,10.91,1.55,3906.79,81.72,50,0
204600,204600.41,2.13,1886.02,4015.85,50,84.01,12.91,10.91,1.6,3881.06,81.7,50,0
205200,205200.41,2.13,1881,3998.99,50,83.95,12.91,10.92,1.65,3855.34,81.67,50,0
205800,205800.41,2.12,1864.92,3948.75,50,83.69,12.91,10.92,1.7,3829.6,81.65,50,0
206400,206400.41,2.11,1848.85,3898.57,50,83.43,12.91,10.93,2.05,3776.29,81.47,50,0
207000,207000.41,2.1,1832.76,3848.39,50,83.18,12.91,10.93,2.4,3722.99,81.3,50,0
207600,207600.42,2.09,1816.64,3798.21,50,82.92,12.91,10.93,2.75,3669.68,81.12,50,0
208200,208200.42,2.08,1800.5,3748.04,50,82.66,12.91,10.93,3.1,3616.37,80.95,50,0
208800,208800.42,2.07,1784.55,3698.67,50,82.4,12.91,10.93,3.45,3563.07,80.77,50,0
209400,209400.42,2.06,1770.29,3654.43,50,82.18,12.91,10.93,3.8,3509.77,80.6,50,0
210000,210000.42,2.06,1756.19,3610.87,50,81.95,12.91,10.93,4.12,3465.56,80.44,50,0
210600,210600.42,2.05,1742.08,3567.32,50,81.73,12.91,10.92,4.43,3421.35,80.28,50,0
211200,211200.42,2.04,1727.93,3523.77,50,81.5,12.91,10.92,4.75,3377.14,80.12,50,0
211800,211800.42,2.03,1713.77,3480.22,50,81.28,12.91,10.92,5.07,3332.93,79.97,50,0
212400,212400.42,2.02,1699.72,3437.09,50,81.05,12.91,10.93,5.38,3288.72,79.81,50,0
213000,213000.42,2.01,1685.73,3392.48,50,80.88,12.91,10.93,5.7,3244.51,79.65,50,0
213600,213600.42,2,1671.8,3348.13,50,80.7,12.9,10.93,6.03,3200.38,79.48,50,0
214200,214200.42,1.99,1657.84,3303.77,50,80.53,12.9,10.93,6.37,3156.26,79.32,50,0
214800,214800.42,1.98,1643.83,3259.42,50,80.35,12.9,10.93,6.7,3112.13,79.15,50,0
215400,215400.44,1.97,1629.79,3215.06,50,80.18,12.9,10.93,7.03,3068,78.98,50,0
216000,216000.44,1.96,1616,3171.78,50,80,12.9,10.93,7.37,3023.88,78.82,50,0
216600,216600.44,1.96,1607.75,3146.71,50,79.88,12.9,10.92,7.7,2979.76,78.65,50,0
217200,217200.44,1.95,1599.73,3122.54,50,79.75,12.9,10.92,7.93,2954.64,78.53,50,0
217800,217800.44,1.95,1591.7,3098.36,50,79.63,12.9,10.92,8.17,2929.52,78.42,50,0
218400,218400.44,1.94,1583.67,3074.18,50,79.5,12.9,10.92,8.4,2904.4,78.3,50,0
219000,219000.44,1.94,1575.62,3050,50,79.38,12.9,10.92,8.63,2879.28,78.18,50,0
219600,219600.44,1.93,1567.91,3027.01,50,79.25,12.9,10.92,8.87,2854.16,78.07,50,0
220200,220200.44,1.92,1560.17,3001.96,50,79.18,12.9,10.92,9.1,2829.04,77.95,50,0
220800,220800.44,1.92,1552.72,2977.9,50,79.12,12.9,10.92,9.23,2804.4,77.88,50,0
221400,221400.44,1.91,1545.25,2953.83,50,79.05,12.9,10.92,9.37,2779.77,77.82,50,0
222000,222000.44,1.91,1537.76,2929.77,50,78.98,12.9,10.92,9.5,2755.13,77.75,50,0
222600,222600.44,1.9,1530.26,2905.7,50,78.92,12.9,10.92,9.63,2730.49,77.68,50,0
223200,223200.45,1.89,1523.33,2883.7,50,78.85,12.9,10.92,9.77,2705.86,77.62,50,0
223800,223800.45,1.89,1516.63,2859.96,50,78.86,12.9,10.91,9.9,2681.22,77.55,50,0
224400,224400.45,1.88,1510.43,2838.02,50,78.87,12.9,10.91,9.85,2659.36,77.58,50,0
225000,225000.45,1.87,1504.21,2816.07,50,78.88,12.9,10.91,9.8,2637.49,77.6,50,0
225600,225600.45,1.87,1497.98,2794.13,50,78.88,12.9,10.91,9.75,2615.63,77.63,50,0
226200,226200.45,1.86,1491.71,2772.19,50,78.89,12.9,10.91,9.7,2593.76,77.65,50,0
226800,226800.45,1.85,1485.4,2750.13,50,78.9,12.9,10.91,9.65,2571.9,77.68,50,0
227400,227400.45,1.85,1486.89,2752.45,50,78.98,12.9,10.9,9.6,2550.05,77.7,50,0
228000,228000.45,1.85,1488.27,2754.38,50,79.07,12.9,10.9,9.43,2549.7,77.78,50,0
228600,228600.45,1.85,1489.65,2756.31,50,79.15,12.9,10.9,9.27,2549.35,77.87,50,0
229200,229200.45,1.85,1491.03,2758.24,50,79.23,12.9,10.9,9.1,2549,77.95,50,0
229800,229800.45,1.85,1493.33,2763.31,50,79.32,12.9,10.9,8.93,2548.65,78.03,50,0
230400,230400.45,1.85,1493.61,2761.63,50,79.4,12.9,10.9,8.77,2548.29,78.12,50,0
231000,231000.47,1.85,1499.42,2775.81,50,79.57,12.9,10.9,8.6,2547.95,78.2,50,0
231600,231600.47,1.85,1504.96,2789.22,50,79.73,12.9,10.9,8.38,2556.77,78.31,50,0
232200,232200.47,1.86,1510.49,2802.63,50,79.9,12.9,10.9,8.17,2565.59,78.42,50,0
232800,232800.47,1.86,1516.03,2816.05,50,80.07,12.9,10.9,7.95,2574.41,78.53,50,0
233400,233400.47,1.86,1521.56,2829.46,50,80.23,12.9,10.9,7.73,2583.22,78.63,50,0
234000,234000.47,1.86,1526.5,2840.86,50,80.4,12.9,10.9,7.52,2592.04,78.74,50,0
234600,234600.47,1.87,1533.81,2864.08,50,80.46,12.9,10.89,7.3,2600.86,78.85,50,0
235200,235200.47,1.87,1540.61,2885.65,50,80.52,12.9,10.89,7.13,2617.58,78.93,50,0
235800,235800.47,1.88,1547.4,2907.22,50,80.57,12.9,10.89,6.97,2634.3,79.02,50,0
236400,236400.47,1.88,1554.18,2928.8,50,80.63,12.9,10.89,6.8,2651.01,79.1,50,0
237000,237000.47,1.89,1560.94,2950.37,50,80.69,12.9,10.89,6.63,2667.73,79.18,50,0
237600,237600.47,1.89,1566.9,2969.19,50,80.75,12.9,10.89,6.47,2684.44,79.27,50,0
238200,238200.47,1.9,1576.43,3000.58,50,80.81,12.9,10.89,6.3,2701.16,79.35,50,0
238800,238800.48,1.91,1585.15,3029.22,50,80.87,12.9,10.89,6.27,2722.93,79.37,50,0
239400,239400.48,1.92,1593.84,3057.85,50,80.92,12.9,10.89,6.23,2744.7,79.38,50,0
240000,240000.48,1.93,1602.51,3086.48,50,80.98,12.9,10.89,6.2,2766.47,79.4,50,0
240600,240600.48,1.93,1611.15,3115.12,50,81.04,12.9,10.89,6.17,2788.25,79.42,50,0
241200,241200.48,1.94,1619.15,3141.55,50,81.1,12.9,10.89,6.13,2810.02,79.43,50,0
241800,241800.48,1.94,1620.21,3143.13,50,81.16,12.9,10.9,6.1,2831.77,79.45,50,0
242400,242400.48,1.94,1620.64,3142.53,50,81.22,12.9,10.9,6.07,2827.69,79.47,50,0
243000,243000.48,1.94,1621.08,3141.93,50,81.27,12.9,10.9,6.03,2823.61,79.48,50,0
243600,243600.48,1.94,1621.52,3141.33,50,81.33,12.9,10.9,6,2819.53,79.5,50,0
244200,244200.48,1.94,1621.96,3140.73,50,81.39,12.9,10.9,5.97,2815.45,79.52,50,0
244800,244800.48,1.94,1621.99,3138.69,50,81.45,12.9,10.9,5.93,2811.37,79.53,50,0
245400,245400.48,1.93,1622.01,3136.61,50,81.51,12.9,10.9,5.9,2807.29,79.55,50,0
246000,246000.48,1.93,1621.63,3133.09,50,81.57,12.9,10.9,5.87,2800.28,79.57,50,0
246600,246600.5,1.93,1621.24,3129.57,50,81.62,12.9,10.9,5.83,2793.26,79.58,50,0
247200,247200.5,1.93,1620.85,3126.05,50,81.68,12.9,10.9,5.8,2786.25,79.6,50,0
247800,247800.5,1.93,1620.46,3122.52,50,81.74,12.9,10.9,5.77,2779.23,79.62,50,0
248400,248400.5,1.92,1619.81,3118.11,50,81.8,12.9,10.9,5.73,2772.22,79.63,50,0
249000,249000.5,1.93,1621.62,3122.37,50,81.86,12.9,10.9,5.7,2765.21,79.65,50,0
249600,249600.5,1.93,1623.17,3125.73,50,81.92,12.9,10.9,5.65,2763.79,79.68,50,0
250200,250200.5,1.93,1624.72,3129.1,50,81.97,12.9,10.9,5.6,2762.36,79.7,50,0
250800,250800.5,1.93,1626.26,3132.46,50,82.03,12.9,10.9,5.55,2760.94,79.73,50,0
251400,251400.5,1.93,1627.81,3135.82,50,82.09,12.9,10.9,5.5,2759.52,79.75,50,0
252000,252000.5,1.93,1628.74,3137,50,82.15,12.9,10.9,5.45,2758.1,79.78,50,0
252600,252600.5,1.92,1621.91,3110.69,50,82.21,12.9,10.91,5.4,2756.65,79.8,50,0
253200,253200.5,1.91,1614.44,3082.22,50,82.27,12.9,10.92,5.37,2728.77,79.82,50,0
253800,253800.5,1.9,1606.93,3053.75,50,82.32,12.9,10.92,5.33,2700.89,79.83,50,0
254400,254400.52,1.89,1599.38,3025.28,50,82.38,12.9,10.92,5.3,2673.01,79.85,50,0
255000,255000.52,1.88,1591.8,2996.81,50,82.44,12.9,10.92,5.27,2645.12,79.87,50,0
255600,255600.52,1.87,1583.73,2966.86,50,82.5,12.9,10.91,5.23,2617.24,79.88,50,0
256200,256200.52,1.86,1575.39,2936.01,50,82.56,12.9,10.92,5.2,2589.36,79.9,50,0
256800,256800.52,1.85,1566.56,2903.69,50,82.62,12.9,10.92,5.17,2558.72,79.92,50,0
257400,257400.52,1.84,1557.67,2871.36,50,82.67,12.9,10.92,5.13,2528.07,79.93,50,0
258000,258000.52,1.83,1548.74,2839.04,50,82.73,12.9,10.92,5.1,2497.43,79.95,50,0
258600,258600.52,1.82,1539.75,2806.71,50,82.79,12.9,10.92,5.07,2466.79,79.97,50,0
259200,259200.52,1.81,1530.55,2773.84,50,82.85,12.9,10.92,5.03,2436.15,79.98,50,0
259800,259800.52,1.81,1528.35,2765.66,50,82.88,12.9,10.91,5,2405.53,80,50,0
260400,260400.52,1.81,1526.02,2757.04,50,82.9,12.9,10.91,4.87,2393.76,80.07,50,0
261000,261000.52,1.8,1523.68,2748.41,50,82.92,12.9,10.91,4.73,2382,80.13,50,0
261600,261600.52,1.8,1521.33,2739.78,50,82.95,12.9,10.91,4.6,2370.24,80.2,50,0
262200,262200.53,1.8,1518.98,2731.15,50,82.98,12.9,10.91,4.47,2358.48,80.27,50,0
262800,262800.53,1.79,1516.21,2721.15,50,83,12.9,10.91,4.33,2346.71,80.33,50,0
263400,263400.53,1.8,1517.64,2724.85,50,83.03,12.9,10.9,4.2,2334.96,80.4,50,0
264000,264000.53,1.8,1518.63,2727.13,50,83.07,12.9,10.9,4.13,2333.83,80.43,50,0
264600,264600.53,1.8,1519.63,2729.41,50,83.1,12.9,10.9,4.07,2332.69,80.47,50,0
265200,265200.53,1.8,1520.63,2731.69,50,83.13,12.9,10.9,4,2331.56,80.5,50,0
265800,265800.53,1.8,1521.63,2733.97,50,83.17,12.9,10.9,3.93,2330.42,80.53,50,0
266400,266400.53,1.8,1522.18,2734.79,50,83.2,12.9,10.9,3.87,2329.29,80.57,50,0
267000,267000.53,1.8,1528.45,2754.66,50,83.23,12.9,10.89,3.8,2328.17,80.6,50,0
267600,267600.53,1.81,1534.27,2773.06,50,83.27,12.9,10.89,3.7,2340.72,80.65,50,0
268200,268200.53,1.81,1540.07,2791.46,50,83.3,12.9,10.89,3.6,2353.28,80.7,50,0
268800,268800.53,1.82,1545.86,2809.85,50,83.33,12.9,10.89,3.5,2365.83,80.75,50,0
269400,269400.53,1.82,1552.07,2829.73,50,83.37,12.9,10.89,3.4,2378.39,80.8,50,0
270000,270000.53,1.83,1556.85,2844.84,50,83.4,12.9,10.89,3.3,2390.94,80.85,50,0
270600,270600.53,1.83,1559.83,2854.35,50,83.42,12.9,10.9,3.2,2403.49,80.9,50,0
271200,271200.53,1.83,1562.29,2862.13,50,83.43,12.9,10.9,3.13,2410.12,80.93,50,0
271800,271800.53,1.83,1564.74,2869.9,50,83.45,12.9,10.9,3.07,2416.74,80.97,50,0
272400,272400.53,1.84,1567.19,2877.67,50,83.47,12.9,10.9,3,2423.37,81,50,0
273000,273000.53,1.84,1569.64,2885.44,50,83.48,12.9,10.9,2.93,2429.99,81.03,50,0
273600,273600.56,1.84,1571.77,2892.14,50,83.5,12.9,10.9,2.87,2436.62,81.07,50,0
274200,274200.56,1.85,1577.96,2912.69,50,83.52,12.9,10.89,2.8,2443.25,81.1,50,0
274800,274800.56,1.85,1583.82,2932.14,50,83.53,12.9,10.89,2.75,2459.4,81.13,50,0
275400,275400.56,1.86,1589.66,2951.6,50,83.55,12.9,10.89,2.7,2475.54,81.15,50,0
276000,276000.56,1.86,1595.49,2971.06,50,83.57,12.9,10.89,2.65,2491.69,81.18,50,0
276600,276600.56,1.87,1601.3,2990.52,50,83.58,12.9,10.89,2.6,2507.83,81.2,50,0
277200,277200.56,1.87,1607.12,3010.04,50,83.6,12.9,10.89,2.55,2523.98,81.23,50,0
277800,277800.56,1.88,1618.13,3047.59,50,83.62,12.9,10.88,2.5,2540.13,81.25,50,0
278400,278400.56,1.89,1629.09,3085.19,50,83.63,12.9,10.88,2.45,2569.01,81.28,50,0
279000,279000.56,1.9,1640.01,3122.79,50,83.65,12.9,10.88,2.4,2597.88,81.3,50,0
279600,279600.56,1.91,1650.88,3160.39,50,83.67,12.9,10.88,2.35,2626.75,81.33,50,0
280200,280200.56,1.92,1661.69,3197.99,50,83.68,12.9,10.88,2.3,2655.62,81.35,50,0
280800,280800.56,1.93,1672.47,3235.6,50,83.7,12.9,10.88,2.25,2684.5,81.38,50,0
281400,281400.56,1.95,1689.76,3297.01,50,83.71,12.9,10.87,2.2,2713.39,81.4,50,0
282000,282000.56,1.97,1706.93,3358.45,50,83.72,12.9,10.87,2.15,2761.27,81.43,50,0
282600,282600.56,1.98,1723.98,3419.88,50,83.73,12.9,10.87,2.1,2809.16,81.45,50,0
283200,283200.56,2,1740.92,3481.32,50,83.73,12.9,10.87,2.05,2857.05,81.48,50,0
283800,283800.56,2.02,1757.73,3542.75,50,83.74,12.9,10.87,2,2904.94,81.5,50,0
284400,284400.56,2.03,1774.41,3604.09,50,83.75,12.9,10.87,1.95,2952.82,81.53,50,0
285000,285000.56,2.04,1780.03,3624.59,50,83.76,12.9,10.89,1.9,3000.68,81.55,50,0
285600,285600.56,2.04,1785.61,3645.04,50,83.77,12.9,10.89,1.87,3016.81,81.57,50,0
286200,286200.56,2.05,1791.19,3665.48,50,83.77,12.9,10.89,1.83,3032.94,81.58,50,0
286800,286800.56,2.05,1796.75,3685.93,50,83.78,12.9,10.89,1.8,3049.07,81.6,50,0
287400,287400.56,2.06,1802.3,3706.37,50,83.79,12.9,10.89,1.77,3065.19,81.62,50,0
288000,288000.56,2.06,1807.7,3726.27,50,83.8,12.9,10.89,1.73,3081.32,81.63,50,0
288600,288600.56,2.06,1802.3,3707.75,50,83.76,12.9,10.91,1.7,3097.42,81.65,50,0
289200,289200.59,2.05,1796.8,3688.89,50,83.72,12.9,10.91,1.7,3083.68,81.65,50,0
289800,289800.59,2.05,1791.3,3670.03,50,83.68,12.9,10.91,1.7,3069.94,81.65,50,0
290400,290400.59,2.04,1785.79,3651.16,50,83.63,12.9,10.91,1.7,3056.2,81.65,50,0
291000,291000.59,2.04,1780.27,3632.3,50,83.59,12.9,10.91,1.7,3042.46,81.65,50,0
291600,291600.59,2.04,1774.87,3613.94,50,83.55,12.9,10.91,1.7,3028.72,81.65,50,0
292200,292200.59,2.03,1768.74,3598.64,50,83.37,12.9,10.91,1.7,3014.99,81.65,50,0
292800,292800.59,2.03,1762.87,3584.33,50,83.18,12.9,10.91,1.8,3007.03,81.6,50,0
293400,293400.59,2.03,1756.99,3570.01,50,83,12.9,10.91,1.9,2999.08,81.55,50,0
294000,294000.59,2.03,1751.12,3555.69,50,82.82,12.9,10.91,2,2991.12,81.5,50,0
294600,294600.59,2.03,1745.25,3541.37,50,82.63,12.9,10.91,2.1,2983.17,81.45,50,0
295200,295200.59,2.03,1739.72,3528.27,50,82.45,12.9,10.91,2.2,2975.22,81.4,50,0
295800,295800.59,2.02,1728.59,3489.78,50,82.38,12.9,10.92,2.3,2967.24,81.35,50,0
296400,296400.59,2.01,1717.66,3452.12,50,82.32,12.9,10.92,2.4,2940.25,81.3,50,0
297000,297000.59,2,1706.69,3414.46,50,82.25,12.9,10.92,2.5,2913.26,81.25,50,0
297600,297600.59,1.99,1695.69,3376.8,50,82.18,12.9,10.92,2.6,2886.28,81.2,50,0
298200,298200.59,1.98,1684.66,3339.15,50,82.12,12.9,10.92,2.7,2859.29,81.15,50,0
298800,298800.59,1.97,1673.62,3301.61,50,82.05,12.9,10.92,2.8,2832.3,81.1,50,0
299400,299400.59,1.97,1662.9,3268.86,50,81.89,12.9,10.91,2.9,2805.31,81.05,50,0
300000,300000.59,1.96,1652.28,3236.54,50,81.73,12.9,10.91,2.97,2784.06,81.02,50,0
300600,300600.59,1.95,1641.64,3204.23,50,81.58,12.9,10.91,3.03,2762.8,80.98,50,0
301200,301200.59,1.94,1630.98,3171.91,50,81.42,12.9,10.91,3.1,2741.55,80.95,50,0
301800,301800.59,1.94,1620.3,3139.59,50,81.26,12.9,10.91,3.17,2720.29,80.92,50,0
302400,302400.59,1.93,1609.87,3108.2,50,81.1,12.9,10.91,3.23,2699.04,80.88,50,0
303000,303000.59,1.92,1601.08,3081.52,50,80.98,12.9,10.91,3.3,2677.79,80.85,50,0
303600,303600.59,1.92,1592.5,3055.64,50,80.85,12.9,10.91,3.33,2662.57,80.83,50,0
304200,304200.59,1.91,1583.91,3029.76,50,80.73,12.9,10.91,3.37,2647.34,80.82,50,0
304800,304800.62,1.91,1575.3,3003.88,50,80.6,12.9,10.91,3.4,2632.12,80.8,50,0
305400,305400.62,1.9,1566.69,2978,50,80.48,12.9,10.91,3.43,2616.9,80.78,50,0
306000,306000.62,1.9,1558.62,2954.02,50,80.35,12.9,10.91,3.47,2601.68,80.77,50,0
306600,306600.62,1.89,1548.84,2922.53,50,80.28,12.9,10.91,3.5,2586.45,80.75,50,0
307200,307200.62,1.88,1539.56,2892.78,50,80.2,12.9,10.91,3.5,2568.14,80.75,50,0
307800,307800.62,1.87,1530.26,2863.03,50,80.13,12.9,10.91,3.5,2549.83,80.75,50,0
308400,308400.62,1.86,1520.92,2833.29,50,80.05,12.9,10.91,3.5,2531.53,80.75,50,0
309000,309000.62,1.85,1511.55,2803.54,50,79.98,12.9,10.91,3.5,2513.22,80.75,50,0
309600,309600.62,1.85,1502.47,2774.86,50,79.9,12.9,10.91,3.5,2494.91,80.75,50,0
310200,310200.62,1.85,1500.96,2770.8,50,79.87,12.9,10.9,3.5,2476.62,80.75,50,0
310800,310800.62,1.85,1499.71,2767.64,50,79.83,12.9,10.9,3.5,2480.26,80.75,50,0
311400,311400.62,1.84,1498.47,2764.47,50,79.8,12.9,10.9,3.5,2483.9,80.75,50,0
312000,312000.62,1.84,1497.22,2761.31,50,79.77,12.9,10.9,3.5,2487.54,80.75,50,0
312600,312600.62,1.84,1495.97,2758.15,50,79.73,12.9,10.9,3.5,2491.17,80.75,50,0
313200,313200.62,1.84,1495.15,2756.4,50,79.7,12.9,10.9,3.5,2494.81,80.75,50,0
313800,313800.62,1.84,1492.93,2747.76,50,79.73,12.9,10.9,3.5,2498.44,80.75,50,0
